salary
678381.01
653854.43
580333.43
565644.32
522043.14
566682.86
556151.24
609367.31
528618.92
540791.56
590691.16
561352.25
534370.02
533052.9
556398.98
458722.16
517506.5
461793.27
489341.19
524534.22
388164.72
495604.66
508827.56
428681.9
521092.24
445853.97
466210.02
486934.12
466210.01
514595.48
410108.74
488745.61
499680.27
494289.81
475014.04
457107.2
457107.2
390712.96
491706.5
479960.46
416122.3
452555.8
425007.88
339681.53
322416.0
381400.77
386356.18
439236.01
315748.03
447458.25
495433.13
448281.73
376869.23
481062.04
482225.58
442110.0
393208.87
470590.14
442181.76
364327.97
478429.41
457378.98
439439.74
421813.24
474611.19
465625.21
320237.06
448251.16
381108.73
432710.14
459514.43
434727.15
422443.0
444215.5
439893.94
463917.42
432669.91
436956.7
462380.52
454270.15
453108.18
458235.91
450189.54
405856.75
456311.01
469520.61
448014.49
422916.56
452249.8
306215.98
380317.47
442608.48
426448.65
446766.13
446946.91
442716.31
294916.15
448233.93
405217.52
414368.97
449017.92
409617.0
447017.72
446451.52
411321.15
438888.33
439546.6
432046.41
392029.81
405320.35
429049.88
410097.79
401804.0
388598.85
392029.8
392029.79
430095.6
413172.3
427560.64
409024.43
430945.65
418849.77
431330.9
428856.14
437985.73
431719.47
399879.7
392958.55
392958.53
426805.68
428643.88
428402.71
397590.89
331536.03
407270.59
416088.59
418093.39
356011.18
392958.5
393392.55
422762.29
424614.45
406765.78
421808.33
394987.06
426001.84
415249.24
424841.49
411158.66
389921.0
296052.65
412720.93
336273.88
423161.65
388262.56
388262.56
282721.87
397820.96
412375.28
400258.23
297692.08
391773.85
409111.39
392726.82
406969.22
412669.91
406511.67
420195.57
395476.06
386791.82
343841.18
386240.5
381049.51
410500.16
369326.91
406170.08
416276.78
404454.9
335247.19
413674.19
414557.94
409295.47
414061.18
414717.39
378582.55
379547.45
414487.55
378181.01
335538.56
402571.12
333034.34
410610.4
395210.8
395690.97
402089.62
397886.31
403810.02
374631.0
395982.28
402074.93
288054.56
398575.14
331903.58
404046.11
375023.63
383599.56
333408.23
404764.42
382580.48
362376.58
380155.52
385213.5
392652.91
378135.12
305663.56
351631.76
310122.35
393064.07
386089.4
355812.78
388262.5
391662.22
371617.5
382208.58
384482.18
393487.64
386725.15
373880.29
380895.16
370665.05
388149.71
369953.19
276674.51
271192.53
395818.46
387958.78
395220.28
387909.82
369172.5
393485.23
374072.44
352731.66
387452.28
385667.62
364715.5
389980.59
397582.87
364582.0
392210.24
392956.58
297047.48
319238.37
376859.86
383080.05
388861.91
393796.88
391706.11
386669.8
293823.53
284290.3
302144.74
389323.01
261946.42
306005.41
369337.77
391639.7
398608.94
383608.29
381494.89
279701.63
366941.1
382006.54
361167.14
359190.09
268674.31
375709.46
388152.43
311204.72
380564.99
377519.36
380240.78
379646.75
384366.91
376924.48
356285.85
387117.02
386471.36
373248.98
360369.12
361458.12
376683.57
372562.08
367452.81
379012.12
370674.18
374957.88
337989.5
357241.41
360891.09
309250.82
382712.31
378907.06
356353.78
352309.01
381661.43
357399.52
355303.22
376430.55
376215.34
379875.42
301924.84
368309.82
349661.01
374299.97
378551.83
368269.39
363683.93
254386.09
302653.65
365968.97
356374.26
337483.14
367210.72
355485.87
353388.84
356368.93
365412.82
363333.19
363239.31
371238.14
293476.02
352887.28
309346.51
376491.17
362668.52
287316.07
366725.58
357156.42
370991.35
413413.9
372148.75
282989.32
368675.56
301740.02
337582.17
353828.37
281432.33
352970.21
362852.02
347889.37
367154.3
365841.92
348452.02
368490.85
366616.59
342939.52
347697.71
365513.96
367863.67
371691.4
362232.27
372212.55
345291.13
358082.22
360013.09
372050.66
350102.55
295943.38
281156.24
355592.99
348110.49
368514.59
351045.01
358910.41
302856.42
340379.7
345886.54
363577.88
341733.55
345136.51
345136.5
339680.94
367246.32
363895.15
260706.35
361644.68
346366.54
354068.82
356822.91
367168.85
356685.36
362617.89
343861.35
343214.34
350296.17
294532.12
362812.33
293466.79
278952.65
362845.7
238148.3
345747.5
289427.15
338259.04
275165.1
355057.25
340904.5
359399.07
344779.09
362829.02
352063.38
361611.38
329357.79
242092.55
323990.27
256234.47
346349.27
252852.84
252898.54
339180.22
328574.35
357350.06
289360.21
364127.93
334325.0
334631.46
351673.85
355370.87
358129.07
345777.31
335536.54
250299.66
324123.02
361768.72
338412.0
338412.0
